Citation,Parent Statute,Document Description,File,Entity Empowered,Triggering Event,Describe Health Emergency,Powers Invoked,State Trigger,Location,Military Involvement (Federal),Document Type,Funding Stream?,Funding Stream Description,Waiver Authority,"Regulations and Statutes: Relevant Chapter, Section or Article",Scenarios Matrix,Preliminary Screening,Source,Chapter,Date Originally Published (from File),Date Last Updated (from File),PDF (from File),Note,url (from File),Plans & Strategies
40 U.S.C. § 905,National Emergencies Act,The GSA can bypass standard procedures for real property transactions in urban areas during a national emergency declared by the President.,National Emergencies Act,General Services Administration,NEA Emergency Declaration,"The NEA does not define what an ""emergency"" is for the purposes of the Act. It is a qualitative judgment left to the President, (or under this provision, Congress too)",Government Contracts,Not applicable,Domestic,No,Legislation,No,,Yes,,"Scenario 2,Scenario 3a,Scenario 3b,Scenario 3c,Scenario 3d",,"Emergency Authorities Under the National Emergencies Act,",,9/14/1976,12/27/2021,COMPS-10385.pdf (https://v5.airtableusercontent.com/v3/u/34/34/1730563200000/8Bw9vGDfG5HE4Vyx5tjFYw/Fy6Noa4FFWRda9ML9nyarZk_HHZFexPaacJtZkcMDHwo03-EGQ7igbXaKLdZ9MOiErdirPfXFtQqG65U-XgQi2SzCAXppMDZVbnV0qRNBg9n3_nLJ8yJFpmzF_6Y_f8qTQVDrn0YBDE4NKYJL1C2G9b0bbnQDVKJ3WjrFR-hwmM/p4GbOkcGnEPJrvyznPW47gNz5nDty1EuBpv6V1Y38wY),,https://www.govinfo.gov/content/pkg/COMPS-10385/pdf/COMPS-10385.pdf,
40 U.S.C. § 3147,National Emergencies Act,The President can suspend the Davis-Bacon Act’s prevailing wage requirements for federal and DC construction projects during a national emergency.,National Emergencies Act,POTUS or Executive Office of the President of the United States,NEA Emergency Declaration,"The NEA does not define what an ""emergency"" is for the purposes of the Act. It is a qualitative judgment left to the President, (or under this provision, Congress too)",Government Contracts,Not applicable,Domestic,No,Legislation,No,,Yes,,"Scenario 2,Scenario 3a,Scenario 3b,Scenario 3c,Scenario 3d",,"Emergency Authorities Under the National Emergencies Act,",,9/14/1976,12/27/2021,COMPS-10385.pdf (https://v5.airtableusercontent.com/v3/u/34/34/1730563200000/8Bw9vGDfG5HE4Vyx5tjFYw/Fy6Noa4FFWRda9ML9nyarZk_HHZFexPaacJtZkcMDHwo03-EGQ7igbXaKLdZ9MOiErdirPfXFtQqG65U-XgQi2SzCAXppMDZVbnV0qRNBg9n3_nLJ8yJFpmzF_6Y_f8qTQVDrn0YBDE4NKYJL1C2G9b0bbnQDVKJ3WjrFR-hwmM/p4GbOkcGnEPJrvyznPW47gNz5nDty1EuBpv6V1Y38wY),,https://www.govinfo.gov/content/pkg/COMPS-10385/pdf/COMPS-10385.pdf,
40 U.S.C. § 8722,National Emergencies Act,"During wartime or a national emergency, the Department of Defense can skip consulting with the National Capital Planning Commission for construction within military areas in DC, except for projects that significantly affect traffic or require coordinated area planning.",National Emergencies Act,Department of Defense,"NEA Emergency Declaration,Act of War,Declaration of War","The NEA does not define what an ""emergency"" is for the purposes of the Act. It is a qualitative judgment left to the President, (or under this provision, Congress too)",Government Contracts,Not applicable,Domestic,Yes - Subject to Posse Comitatus,Legislation,No,,Yes,,"Scenario 3a,Scenario 3b,Scenario 3c,Scenario 3d",,"Emergency Authorities Under the National Emergencies Act,",,9/14/1976,12/27/2021,COMPS-10385.pdf (https://v5.airtableusercontent.com/v3/u/34/34/1730563200000/8Bw9vGDfG5HE4Vyx5tjFYw/Fy6Noa4FFWRda9ML9nyarZk_HHZFexPaacJtZkcMDHwo03-EGQ7igbXaKLdZ9MOiErdirPfXFtQqG65U-XgQi2SzCAXppMDZVbnV0qRNBg9n3_nLJ8yJFpmzF_6Y_f8qTQVDrn0YBDE4NKYJL1C2G9b0bbnQDVKJ3WjrFR-hwmM/p4GbOkcGnEPJrvyznPW47gNz5nDty1EuBpv6V1Y38wY),,https://www.govinfo.gov/content/pkg/COMPS-10385/pdf/COMPS-10385.pdf,
41 U.S.C. § 1710,National Emergencies Act,Public-private competition rules for converting an agency function to contractor performance don't apply during a war or national emergency declared by the President or Congress.,National Emergencies Act,Broadly applies to any relevant federal agency,"NEA Emergency Declaration,Declaration of War,Act of War","The NEA does not define what an ""emergency"" is for the purposes of the Act. It is a qualitative judgment left to the President, (or under this provision, Congress too)",Government Contracts,Not applicable,Domestic,Yes - Subject to Posse Comitatus,Legislation,No,,Yes,,"Scenario 2,Scenario 3a,Scenario 3b,Scenario 3c,Scenario 3d",,"Emergency Authorities Under the National Emergencies Act,",,9/14/1976,12/27/2021,COMPS-10385.pdf (https://v5.airtableusercontent.com/v3/u/34/34/1730563200000/8Bw9vGDfG5HE4Vyx5tjFYw/Fy6Noa4FFWRda9ML9nyarZk_HHZFexPaacJtZkcMDHwo03-EGQ7igbXaKLdZ9MOiErdirPfXFtQqG65U-XgQi2SzCAXppMDZVbnV0qRNBg9n3_nLJ8yJFpmzF_6Y_f8qTQVDrn0YBDE4NKYJL1C2G9b0bbnQDVKJ3WjrFR-hwmM/p4GbOkcGnEPJrvyznPW47gNz5nDty1EuBpv6V1Y38wY),,https://www.govinfo.gov/content/pkg/COMPS-10385/pdf/COMPS-10385.pdf,
41 U.S.C. § 3304,National Emergencies Act,Executive agencies can use noncompetitive contracts to keep certain suppliers ready in case of a national emergency or to mobilize industry.,National Emergencies Act,Broadly applies to any relevant federal agency,NEA Emergency Declaration,"The NEA does not define what an ""emergency"" is for the purposes of the Act. It is a qualitative judgment left to the President, (or under this provision, Congress too)","Government Contracts,Provision of Supplies",Not applicable,Both,Yes - Subject to Posse Comitatus,Legislation,No,,Yes,,"Scenario 2,Scenario 3a,Scenario 3b,Scenario 3c,Scenario 3d",,"Emergency Authorities Under the National Emergencies Act,",,9/14/1976,12/27/2021,COMPS-10385.pdf (https://v5.airtableusercontent.com/v3/u/34/34/1730563200000/8Bw9vGDfG5HE4Vyx5tjFYw/Fy6Noa4FFWRda9ML9nyarZk_HHZFexPaacJtZkcMDHwo03-EGQ7igbXaKLdZ9MOiErdirPfXFtQqG65U-XgQi2SzCAXppMDZVbnV0qRNBg9n3_nLJ8yJFpmzF_6Y_f8qTQVDrn0YBDE4NKYJL1C2G9b0bbnQDVKJ3WjrFR-hwmM/p4GbOkcGnEPJrvyznPW47gNz5nDty1EuBpv6V1Y38wY),,https://www.govinfo.gov/content/pkg/COMPS-10385/pdf/COMPS-10385.pdf,
42 U.S.C. § 204,National Emergencies Act,"The Public Health Service has a Ready Reserve Corps that can be involuntarily called to duty during national emergencies or public health crises, similar to military reserves.",National Emergencies Act,"Department of Health and Human Services - Public Health Service,POTUS or Executive Office of the President of the United States","NEA Emergency Declaration,PHSA Emergency Declaration","The NEA does not define what an ""emergency"" is for the purposes of the Act. It is a qualitative judgment left to the President, (or under this provision, Congress too). For the PHSA,  If the Secretary determines after consultation with health officials that: ""(1) a disease or disorder presents a public health emergency; or (2) (2)a public health emergency, including significant outbreaks of infectious diseases or bioterrorist attacks, otherwise exists,"" then a public health emergency may be declared under the PHSA.","""Troop, Uniformed Service, or National Guard Deployment""",Not applicable,Domestic,Public Health Corps,Legislation,No,,Yes,,"Scenario 2,Scenario 3a,Scenario 3b,Scenario 3c,Scenario 3d",,"Emergency Authorities Under the National Emergencies Act,",,9/14/1976,12/27/2021,COMPS-10385.pdf (https://v5.airtableusercontent.com/v3/u/34/34/1730563200000/8Bw9vGDfG5HE4Vyx5tjFYw/Fy6Noa4FFWRda9ML9nyarZk_HHZFexPaacJtZkcMDHwo03-EGQ7igbXaKLdZ9MOiErdirPfXFtQqG65U-XgQi2SzCAXppMDZVbnV0qRNBg9n3_nLJ8yJFpmzF_6Y_f8qTQVDrn0YBDE4NKYJL1C2G9b0bbnQDVKJ3WjrFR-hwmM/p4GbOkcGnEPJrvyznPW47gNz5nDty1EuBpv6V1Y38wY),,https://www.govinfo.gov/content/pkg/COMPS-10385/pdf/COMPS-10385.pdf,
42 U.S.C. § 204a,National Emergencies Act,"An ""urgent or emergency public health care need"" for deploying the Public Health Service's Commissioned Corps includes emergencies declared by the President, major disasters, or other crises deemed necessary by the Secretary.",National Emergencies Act,"Department of Defense,POTUS or Executive Office of the President of the United States","NEA Emergency Declaration,PHSA Emergency Declaration,Presidential Major Disaster Declaration","Under the Stafford Act, a ""major disaster"" is a natural catastrophe which ""causes damage of sufficient severity and magnitude to warrant major disaster assistance....,"" as further articulated by the regulations. The NEA does not define what an ""emergency"" is for the purposes of the Act. It is a qualitative judgment left to the President. The PHSA may be triggered: If the Secretary determines after consultation with health officials that: ""(1) a disease or disorder presents a public health emergency; or (2) (2)a public health emergency, including significant outbreaks of infectious diseases or bioterrorist attacks, otherwise exists."" ","""Troop, Uniformed Service, or National Guard Deployment""",Not applicable,Both,Public Health Corps,Legislation,No,,No,,"Scenario 2,Scenario 3a,Scenario 3b,Scenario 3c,Scenario 3d",,"Emergency Authorities Under the National Emergencies Act,",,9/14/1976,12/27/2021,COMPS-10385.pdf (https://v5.airtableusercontent.com/v3/u/34/34/1730563200000/8Bw9vGDfG5HE4Vyx5tjFYw/Fy6Noa4FFWRda9ML9nyarZk_HHZFexPaacJtZkcMDHwo03-EGQ7igbXaKLdZ9MOiErdirPfXFtQqG65U-XgQi2SzCAXppMDZVbnV0qRNBg9n3_nLJ8yJFpmzF_6Y_f8qTQVDrn0YBDE4NKYJL1C2G9b0bbnQDVKJ3WjrFR-hwmM/p4GbOkcGnEPJrvyznPW47gNz5nDty1EuBpv6V1Y38wY),,https://www.govinfo.gov/content/pkg/COMPS-10385/pdf/COMPS-10385.pdf,
42 U.S.C. § 300ff-83,National Emergencies Act,The Secretary of HHS can waive certain HIV program requirements during a President-declared emergency or disaster.,National Emergencies Act,Department of Health and Human Services,"NEA Emergency Declaration,Presidential Major Disaster Declaration,Presidential Emergency Declarations","Under Stafford, an ""emergency"" is any occasion where the president deems that federal assistance is necessary to supplement State and local efforts and capabilities to protect public health and safety. A ""major disaster"" is a natural catastrophe which ""causes damage of sufficient severity and magnitude to warrant major disaster assistance....,"" as further articulated by the regulations. The NEA does not define what an ""emergency"" is for the purposes of the Act. It is a qualitative judgment left to the President. ",Waiver,Not applicable,Both,No,Legislation,No,,Yes,,"Scenario 2,Scenario 3a,Scenario 3b,Scenario 3c,Scenario 3d",,"Emergency Authorities Under the National Emergencies Act,",,9/14/1976,12/27/2021,COMPS-10385.pdf (https://v5.airtableusercontent.com/v3/u/34/34/1730563200000/8Bw9vGDfG5HE4Vyx5tjFYw/Fy6Noa4FFWRda9ML9nyarZk_HHZFexPaacJtZkcMDHwo03-EGQ7igbXaKLdZ9MOiErdirPfXFtQqG65U-XgQi2SzCAXppMDZVbnV0qRNBg9n3_nLJ8yJFpmzF_6Y_f8qTQVDrn0YBDE4NKYJL1C2G9b0bbnQDVKJ3WjrFR-hwmM/p4GbOkcGnEPJrvyznPW47gNz5nDty1EuBpv6V1Y38wY),,https://www.govinfo.gov/content/pkg/COMPS-10385/pdf/COMPS-10385.pdf,
42 U.S.C. § 1320b-5,National Emergencies Act,"The Secretary of HHS can waive or modify requirements for Medicare, Medicaid, CHIP, HIPAA, and other health-related rules in response to a public health emergency and a President-declared emergency or disaster.",National Emergencies Act,Department of Health and Human Services,"NEA Emergency Declaration,PHSA Emergency Declaration,Presidential Emergency Declarations,Presidential Major Disaster Declaration","A combination of an emergency declaration under the NEA and PHSA can trigger these waivers. Additionally, an emergency declaration or major disaster declaration under Stafford can. Per Stafford, An ""emergency"" is any occasion where the president deems that federal assistance is necessary to supplement State and local efforts and capabilities to protect public health and safety. A ""major disaster"" is a natural catastrophe which ""causes damage of sufficient severity and magnitude to warrant major disaster assistance....,"" as further articulated by the regulations. The NEA does not define what an ""emergency"" is for the purposes of the Act. It is a qualitative judgment left to the President, and the PHSA may be triggered if the Secretary determines after consultation with health officials that: ""(1) a disease or disorder presents a public health emergency; or (2) (2)a public health emergency, including significant outbreaks of infectious diseases or bioterrorist attacks, otherwise exists."" ",Waiver,When Stafford is trigger,Domestic,No,Legislation,No,,Yes,,"Scenario 2,Scenario 3a,Scenario 3b,Scenario 3c,Scenario 3d",,"Emergency Authorities Under the National Emergencies Act,",,9/14/1976,12/27/2021,COMPS-10385.pdf (https://v5.airtableusercontent.com/v3/u/34/34/1730563200000/8Bw9vGDfG5HE4Vyx5tjFYw/Fy6Noa4FFWRda9ML9nyarZk_HHZFexPaacJtZkcMDHwo03-EGQ7igbXaKLdZ9MOiErdirPfXFtQqG65U-XgQi2SzCAXppMDZVbnV0qRNBg9n3_nLJ8yJFpmzF_6Y_f8qTQVDrn0YBDE4NKYJL1C2G9b0bbnQDVKJ3WjrFR-hwmM/p4GbOkcGnEPJrvyznPW47gNz5nDty1EuBpv6V1Y38wY),,https://www.govinfo.gov/content/pkg/COMPS-10385/pdf/COMPS-10385.pdf,
43 U.S.C. § 155,National Emergencies Act,The Engle Act rules for using public lands for defense don’t apply during a war or national emergency declared by the President or Congress.,National Emergencies Act,Department of Defense,"NEA Emergency Declaration,Declaration of War,Act of War","The NEA does not define what an ""emergency"" is for the purposes of the Act. It is a qualitative judgment left to the President. ",Regulations on Interstate or Foreign Commerce,Not applicable,Domestic,Yes - Subject to Posse Comitatus,Legislation,No,,Yes,,"Scenario 3a,Scenario 3b,Scenario 3c,Scenario 3d",,"Emergency Authorities Under the National Emergencies Act,",,9/14/1976,12/27/2021,COMPS-10385.pdf (https://v5.airtableusercontent.com/v3/u/34/34/1730563200000/8Bw9vGDfG5HE4Vyx5tjFYw/Fy6Noa4FFWRda9ML9nyarZk_HHZFexPaacJtZkcMDHwo03-EGQ7igbXaKLdZ9MOiErdirPfXFtQqG65U-XgQi2SzCAXppMDZVbnV0qRNBg9n3_nLJ8yJFpmzF_6Y_f8qTQVDrn0YBDE4NKYJL1C2G9b0bbnQDVKJ3WjrFR-hwmM/p4GbOkcGnEPJrvyznPW47gNz5nDty1EuBpv6V1Y38wY),,https://www.govinfo.gov/content/pkg/COMPS-10385/pdf/COMPS-10385.pdf,
43 U.S.C. § 1341,National Emergencies Act,The Secretary of the Interior can suspend leases on the outer Continental Shelf if the Secretary of Defense recommends it during a war or national emergency declared by Congress or the President.,National Emergencies Act,"Department of Defense,Department of the Interior","NEA Emergency Declaration,Declaration of War,Act of War","The NEA does not define what an ""emergency"" is for the purposes of the Act. It is a qualitative judgment left to the President.",Government Contracts,Not applicable,Both,Yes - Subject to Posse Comitatus,Legislation,No,,Yes,,"Scenario 3a,Scenario 3b,Scenario 3c,Scenario 3d",,"Emergency Authorities Under the National Emergencies Act,",,9/14/1976,12/27/2021,COMPS-10385.pdf (https://v5.airtableusercontent.com/v3/u/34/34/1730563200000/8Bw9vGDfG5HE4Vyx5tjFYw/Fy6Noa4FFWRda9ML9nyarZk_HHZFexPaacJtZkcMDHwo03-EGQ7igbXaKLdZ9MOiErdirPfXFtQqG65U-XgQi2SzCAXppMDZVbnV0qRNBg9n3_nLJ8yJFpmzF_6Y_f8qTQVDrn0YBDE4NKYJL1C2G9b0bbnQDVKJ3WjrFR-hwmM/p4GbOkcGnEPJrvyznPW47gNz5nDty1EuBpv6V1Y38wY),,https://www.govinfo.gov/content/pkg/COMPS-10385/pdf/COMPS-10385.pdf,
46 U.S.C. § 8103,National Emergencies Act,"The President can waive citizenship requirements for officers and seamen on U.S. documented vessels during a national emergency.

",National Emergencies Act,POTUS or Executive Office of the President of the United States,"NEA Emergency Declaration,Declaration of War,Act of War","The NEA does not define what an ""emergency"" is for the purposes of the Act. It is a qualitative judgment left to the President,",Waiver,Not applicable,Both,Yes - Subject to Posse Comitatus,Legislation,No,,Yes,,"Scenario 3a,Scenario 3b,Scenario 3c,Scenario 3d",,"Emergency Authorities Under the National Emergencies Act,",,9/14/1976,12/27/2021,COMPS-10385.pdf (https://v5.airtableusercontent.com/v3/u/34/34/1730563200000/8Bw9vGDfG5HE4Vyx5tjFYw/Fy6Noa4FFWRda9ML9nyarZk_HHZFexPaacJtZkcMDHwo03-EGQ7igbXaKLdZ9MOiErdirPfXFtQqG65U-XgQi2SzCAXppMDZVbnV0qRNBg9n3_nLJ8yJFpmzF_6Y_f8qTQVDrn0YBDE4NKYJL1C2G9b0bbnQDVKJ3WjrFR-hwmM/p4GbOkcGnEPJrvyznPW47gNz5nDty1EuBpv6V1Y38wY),,https://www.govinfo.gov/content/pkg/COMPS-10385/pdf/COMPS-10385.pdf,
46 U.S.C. § 56102,National Emergencies Act,"During a war or national emergency declared by the President, transferring control of a U.S.-owned vessel or facility to a noncitizen requires permission from the Secretary of Transportation.

",National Emergencies Act,Department of Transportation,"NEA Emergency Declaration,Declaration of War,Act of War","The NEA does not define what an ""emergency"" is for the purposes of the Act. It is a qualitative judgment left to the President,",Regulations on Interstate or Foreign Commerce,Not applicable,Both,Yes - Subject to Posse Comitatus,Legislation,No,,Yes,,"Scenario 3a,Scenario 3b,Scenario 3c,Scenario 3d",,"Emergency Authorities Under the National Emergencies Act,",,9/14/1976,12/27/2021,COMPS-10385.pdf (https://v5.airtableusercontent.com/v3/u/34/34/1730563200000/8Bw9vGDfG5HE4Vyx5tjFYw/Fy6Noa4FFWRda9ML9nyarZk_HHZFexPaacJtZkcMDHwo03-EGQ7igbXaKLdZ9MOiErdirPfXFtQqG65U-XgQi2SzCAXppMDZVbnV0qRNBg9n3_nLJ8yJFpmzF_6Y_f8qTQVDrn0YBDE4NKYJL1C2G9b0bbnQDVKJ3WjrFR-hwmM/p4GbOkcGnEPJrvyznPW47gNz5nDty1EuBpv6V1Y38wY),,https://www.govinfo.gov/content/pkg/COMPS-10385/pdf/COMPS-10385.pdf,
46 U.S.C. § 56301,National Emergencies Act,"The Secretary of Transportation can take over any U.S.-owned vessel or watercraft if the President declares it necessary for national defense or during a national emergency.

",National Emergencies Act,Department of Transportation,"NEA Emergency Declaration,Act of War,Declaration of War","The NEA does not define what an ""emergency"" is for the purposes of the Act. It is a qualitative judgment left to the President,","Waiver,Government Contracts",Not applicable,Both,Yes - Subject to Posse Comitatus,Legislation,No,,Yes,,"Scenario 3a,Scenario 3b,Scenario 3c,Scenario 3d",,"Emergency Authorities Under the National Emergencies Act,",,9/14/1976,12/27/2021,COMPS-10385.pdf (https://v5.airtableusercontent.com/v3/u/34/34/1730563200000/8Bw9vGDfG5HE4Vyx5tjFYw/Fy6Noa4FFWRda9ML9nyarZk_HHZFexPaacJtZkcMDHwo03-EGQ7igbXaKLdZ9MOiErdirPfXFtQqG65U-XgQi2SzCAXppMDZVbnV0qRNBg9n3_nLJ8yJFpmzF_6Y_f8qTQVDrn0YBDE4NKYJL1C2G9b0bbnQDVKJ3WjrFR-hwmM/p4GbOkcGnEPJrvyznPW47gNz5nDty1EuBpv6V1Y38wY),,https://www.govinfo.gov/content/pkg/COMPS-10385/pdf/COMPS-10385.pdf,
46 U.S.C. § 57521,National Emergencies Act,"The Secretary of Transportation can end any charter of Department of Transportation vessels if the President declares it necessary for national defense or during a national emergency.






",National Emergencies Act,Department of Transportation,"NEA Emergency Declaration,Act of War,Declaration of War","The NEA does not define what an ""emergency"" is for the purposes of the Act. It is a qualitative judgment left to the President,","Waiver,Government Contracts",Not applicable,Domestic,Yes - Subject to Posse Comitatus,Legislation,No,,Yes,,"Scenario 3a,Scenario 3b,Scenario 3c,Scenario 3d",,"Emergency Authorities Under the National Emergencies Act,",,9/14/1976,12/27/2021,COMPS-10385.pdf (https://v5.airtableusercontent.com/v3/u/34/34/1730563200000/8Bw9vGDfG5HE4Vyx5tjFYw/Fy6Noa4FFWRda9ML9nyarZk_HHZFexPaacJtZkcMDHwo03-EGQ7igbXaKLdZ9MOiErdirPfXFtQqG65U-XgQi2SzCAXppMDZVbnV0qRNBg9n3_nLJ8yJFpmzF_6Y_f8qTQVDrn0YBDE4NKYJL1C2G9b0bbnQDVKJ3WjrFR-hwmM/p4GbOkcGnEPJrvyznPW47gNz5nDty1EuBpv6V1Y38wY),"*not sure about triggering event*
",https://www.govinfo.gov/content/pkg/COMPS-10385/pdf/COMPS-10385.pdf,
46 U.S.C. § 70051,National Emergencies Act,"The Secretary of Transportation can control the anchorage and movement of all vessels in U.S. waters, and take possession of them if needed, during a national emergency declared by the President. The President can also protect vessels, harbors, ports, and waterfronts from threats during such emergencies.

",National Emergencies Act,"Department of Transportation,POTUS or Executive Office of the President of the United States","Natural Disaster,Act of War,Terrorism,NEA Emergency Declaration","N/A - This is in response to a situation: where ""the President finds that the security of the United States is endangered by reason of actual or threatened war, or invasion, or insurrection, or subversive activity, or of disturbances or threatened disturbances of the international relations of the United States....""","""Troop, Uniformed Service, or National Guard Deployment""",Not applicable,Both,Yes - Subject to Posse Comitatus,Legislation,No,,No,,"Scenario 3a,Scenario 3b,Scenario 3c,Scenario 3d",Include,"Emergency Authorities Under the National Emergencies Act,",,9/14/1976,12/27/2021,COMPS-10385.pdf (https://v5.airtableusercontent.com/v3/u/34/34/1730563200000/8Bw9vGDfG5HE4Vyx5tjFYw/Fy6Noa4FFWRda9ML9nyarZk_HHZFexPaacJtZkcMDHwo03-EGQ7igbXaKLdZ9MOiErdirPfXFtQqG65U-XgQi2SzCAXppMDZVbnV0qRNBg9n3_nLJ8yJFpmzF_6Y_f8qTQVDrn0YBDE4NKYJL1C2G9b0bbnQDVKJ3WjrFR-hwmM/p4GbOkcGnEPJrvyznPW47gNz5nDty1EuBpv6V1Y38wY),,https://www.govinfo.gov/content/pkg/COMPS-10385/pdf/COMPS-10385.pdf,
